arquivo,camada,fonte,data_criacao,data_modificacao,quantidade_linhas,quantidade_colunas,hash_sha256,arquivo_origem,status_validacao,versao_pipeline
data/raw/demografia/ibge_areas_territoriais_2024_20260728T130707-0300.xls,raw,IBGE,2026-07-28T16:07:07.935612+00:00,2026-07-28T16:07:07.935612+00:00,,,61ffd18b4b1ad39e675bc5ebcfdcd874e2467083038216f138ec4248761dbdb0,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ibge_areas_territoriais_2024_20260728T130724-0300.xls,raw,IBGE,2026-07-28T16:07:25.588095+00:00,2026-07-28T16:07:25.589067+00:00,,,61ffd18b4b1ad39e675bc5ebcfdcd874e2467083038216f138ec4248761dbdb0,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ibge_municipios_rj_20260728T123936-0300.json,raw,IBGE,2026-07-28T15:39:37.733029+00:00,2026-07-28T15:39:37.734031+00:00,,,9259126c654f7825fe7228a8070bb1775b4a5f6f283ea2b33738c588c6991c12,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_form_populacao_20260728T125939-0300.html,raw,RIPSA/SES-RJ,2026-07-28T15:59:39.807878+00:00,2026-07-28T15:59:39.808570+00:00,,,fce837c1cb844c31120014d5da542f8be4b052bf232560dfb8b5524fa46d6412,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_form_populacao_20260728T130007-0300.html,raw,RIPSA/SES-RJ,2026-07-28T16:00:07.931835+00:00,2026-07-28T16:00:07.931835+00:00,,,fce837c1cb844c31120014d5da542f8be4b052bf232560dfb8b5524fa46d6412,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_form_populacao_20260728T131749-0300.html,raw,RIPSA/SES-RJ,2026-07-28T16:17:50.647615+00:00,2026-07-28T16:17:50.647615+00:00,,,fce837c1cb844c31120014d5da542f8be4b052bf232560dfb8b5524fa46d6412,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_populacao_2020_2024_20260728T131749-0300.html,raw,RIPSA/SES-RJ,2026-07-28T16:17:55.071263+00:00,2026-07-28T16:17:55.071263+00:00,,,7518e6caaf20977c4f6532be8b9e5f430d17b52c7300a27ca2ee5f2b880bc1c2,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_populacao_2020_20260728T125939-0300.csv,raw,RIPSA/SES-RJ,2026-07-28T15:59:40.881527+00:00,2026-07-28T15:59:40.881527+00:00,93,1,fbc60d5c16b51b346b5787f3a8840ba9fe009c992c8c8da8d246e8d4ce40d9e0,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_populacao_2020_20260728T130007-0300.csv,raw,RIPSA/SES-RJ,2026-07-28T16:00:08.976394+00:00,2026-07-28T16:00:08.977393+00:00,93,1,fbc60d5c16b51b346b5787f3a8840ba9fe009c992c8c8da8d246e8d4ce40d9e0,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_populacao_2021_20260728T130007-0300.csv,raw,RIPSA/SES-RJ,2026-07-28T16:00:10.331983+00:00,2026-07-28T16:00:10.331983+00:00,93,1,6da1d9a5d381f781915bcfcf080812048ee484bb2244b89ff542e9a9522e5b46,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_populacao_2022_20260728T130007-0300.csv,raw,RIPSA/SES-RJ,2026-07-28T16:00:11.518421+00:00,2026-07-28T16:00:11.519928+00:00,93,1,81d98e13856f5d899cd0bc3cc2af7a14e31699018402e47b95610a834745882c,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_populacao_2023_20260728T130007-0300.csv,raw,RIPSA/SES-RJ,2026-07-28T16:00:12.644460+00:00,2026-07-28T16:00:12.644460+00:00,93,1,5527b36fac20c4198d26feda873418d6d3a5375e42a32252faf85fe38152f547,,inventariado_hash_calculado,0.1.0
data/raw/demografia/ripsa_populacao_2024_20260728T130007-0300.csv,raw,RIPSA/SES-RJ,2026-07-28T16:00:13.750280+00:00,2026-07-28T16:00:13.750280+00:00,93,1,43d48353af5455c191fdf644f384ae4c3b5cda5d24b7407e88baa46776f925b1,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR20.csv.zip,raw,SINAN/DATASUS,2026-07-29T12:51:59.853843+00:00,2026-07-29T12:52:19.169992+00:00,,,2ed5ba9fd7fe6617fb18eaf17a72f95bc67403dfb6bf50ca46c8ceb2ca356851,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR20.csv.zip.metadata.json,raw,SINAN/DATASUS,2026-07-29T12:52:20.146920+00:00,2026-07-29T12:52:20.146920+00:00,,,78f8c3b3e10c66143ff0388f269538d7cd4d100b56f36ce19c832ccbc5e23342,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR21.csv.zip,raw,SINAN/DATASUS,2026-07-29T12:56:11.128951+00:00,2026-07-29T12:56:22.945898+00:00,,,d7c8a5b3358fd59125b9d51fa838b164aa937f2dce7600ad78dbd76629f3369c,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR21.csv.zip.metadata.json,raw,SINAN/DATASUS,2026-07-29T12:56:23.662816+00:00,2026-07-29T12:56:23.662816+00:00,,,5f9259fd4d9a6335b41730c17e2f0a9fa8b0f036e8c4edcf421cf6c6f02cba3f,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR22.csv.zip,raw,SINAN/DATASUS,2026-07-29T12:56:24.321439+00:00,2026-07-29T12:56:41.881770+00:00,,,31966b27b5aed1e5ce724dd7b9cacbef536f9fd0e49b3a2b2cfa7305bbdb33b5,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR22.csv.zip.metadata.json,raw,SINAN/DATASUS,2026-07-29T12:56:42.758040+00:00,2026-07-29T12:56:42.758040+00:00,,,0d8948f7e2362afc82cb3f6ac43336e69f94c14ab997f73fffb19dc30e0e8fdb,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR23.csv.zip,raw,SINAN/DATASUS,2026-07-29T12:56:43.359284+00:00,2026-07-29T12:56:58.683209+00:00,,,9a376a7be58b3c0e84bfac82474515f407fd7f135eae19660515428e6ccc0b9c,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR23.csv.zip.metadata.json,raw,SINAN/DATASUS,2026-07-29T12:56:59.611669+00:00,2026-07-29T12:56:59.611669+00:00,,,d7c8f4cc63c92c903c51b30fa805490c9438f55ba7c637790ccb5e7b4d28a04b,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR24.csv.zip,raw,SINAN/DATASUS,2026-07-29T12:57:00.334107+00:00,2026-07-29T12:58:22.237322+00:00,,,1b6b7bf7f6b1fdab4ed2314edc2f57919c33b8103988383f22b7d4776c4a931a,,inventariado_hash_calculado,0.1.0
data/raw/dengue/sinan/DENGBR24.csv.zip.metadata.json,raw,SINAN/DATASUS,2026-07-29T12:58:26.644699+00:00,2026-07-29T12:58:26.644699+00:00,,,eda5a1b1491b90d26fbd8dcf421e7de60ee55e903296191cce9dca561f489b3b,,inventariado_hash_calculado,0.1.0
data/raw/liraa/LIRAa_2020.zip,raw,LIRAa/SES-RJ,2026-07-29T13:52:12.202177+00:00,2026-07-29T13:52:12.202177+00:00,,,3731083e8a6946ec576d3a5e05c52b138d9b9263d4877ad8e9ebffede51a9e31,,inventariado_hash_calculado,0.1.0
data/raw/liraa/LIRAa_2020.zip.metadata.json,raw,LIRAa/SES-RJ,2026-07-29T13:52:12.221069+00:00,2026-07-29T13:52:12.221069+00:00,,,9906f7992a1f70ff83c0e8c9ecef9b71a83866d7383502b5ba33669c7521ece6,,inventariado_hash_calculado,0.1.0
data/raw/liraa/LIRAa_2021.zip,raw,LIRAa/SES-RJ,2026-07-29T13:52:12.812588+00:00,2026-07-29T13:52:12.814789+00:00,,,389a997667a47b5948da0fa6342b7fb585ae7271d54d44040cbbd7e5a4a4931f,,inventariado_hash_calculado,0.1.0
